.ьмы|гес	nom,1pl,comp
.ьмы|гем	nom,1pl,comp
.ьмы	nom,1pl
.ьмылэн|гес	gen,1pl,comp
.ьмылэн|гем	gen,1pl,comp
.ьмылэн	gen,1pl
.ьмылэсь|гес	abl,1pl,comp
.ьмылэсь|гем	abl,1pl,comp
.ьмылэсь	abl,1pl
.ьмылы|гес	dat,1pl,comp
.ьмылы|гем	dat,1pl,comp
.ьмылы	dat,1pl
.ьмытэк|гес	car,1pl,comp
.ьмытэк|гем	car,1pl,comp
.ьмытэк	car,1pl
.ьмыя|гес	adv,1pl,comp
.ьмыя|гем	adv,1pl,comp
.ьмыя	adv,1pl
.ьмылань|гес	app,1pl,comp
.ьмылань|гем	app,1pl,comp
.ьмылань	app,1pl
.ьмес|гес	acc,1pl,comp
.ьмес|гем	acc,1pl,comp
.ьмес	acc,1pl
.ьынымы|гес	ins,1pl,comp
.ьынымы|гем	ins,1pl,comp
.ьынымы	ins,1pl
.ямы|гес	loc,1pl,comp
.ямы|гем	loc,1pl,comp
.ямы	loc,1pl
.ямы|гес	ill,1pl,comp
.ямы|гем	ill,1pl,comp
.ямы	ill,1pl
.ьысьтымы|гес	el,1pl,comp
.ьысьтымы|гем	el,1pl,comp
.ьысьтымы	el,1pl
.ьысенымы|гес	egr,1pl,comp
.ьысенымы|гем	egr,1pl,comp
.ьысенымы	egr,1pl
.ёзямы|гес	term,1pl,comp
.ёзямы|гем	term,1pl,comp
.ёзямы	term,1pl
.ьытӥмы|гес	prol,1pl,comp
.ьытӥмы|гем	prol,1pl,comp
.ьытӥмы	prol,1pl
.ьтӥмы|гес	prol,1pl,comp
.ьтӥмы|гем	prol,1pl,comp
.ьтӥмы	prol,1pl
