.йсы|гес	nom,3pl,comp
.йсы|гем	nom,3pl,comp
.йсы	nom,3pl
.йзы|гес	nom,3pl,comp
.йзы|гем	nom,3pl,comp
.йзы	nom,3pl
.йсылэн|гес	gen,3pl,comp
.йсылэн|гем	gen,3pl,comp
.йсылэн	gen,3pl
.йзылэн|гес	gen,3pl,comp
.йзылэн|гем	gen,3pl,comp
.йзылэн	gen,3pl
.йсылэсь|гес	abl,3pl,comp
.йсылэсь|гем	abl,3pl,comp
.йсылэсь	abl,3pl
.йзылэсь|гес	abl,3pl,comp
.йзылэсь|гем	abl,3pl,comp
.йзылэсь	abl,3pl
.йсылы|гес	dat,3pl,comp
.йсылы|гем	dat,3pl,comp
.йсылы	dat,3pl
.йзылы|гес	dat,3pl,comp
.йзылы|гем	dat,3pl,comp
.йзылы	dat,3pl
.йсытэк|гес	car,3pl,comp
.йсытэк|гем	car,3pl,comp
.йсытэк	car,3pl
.йзытэк|гес	car,3pl,comp
.йзытэк|гем	car,3pl,comp
.йзытэк	car,3pl
.йсыя|гес	adv,3pl,comp
.йсыя|гем	adv,3pl,comp
.йсыя	adv,3pl
.йзыя|гес	adv,3pl,comp
.йзыя|гем	adv,3pl,comp
.йзыя	adv,3pl
.йсылань|гес	app,3pl,comp
.йсылань|гем	app,3pl,comp
.йсылань	app,3pl
.йзылань|гес	app,3pl,comp
.йзылань|гем	app,3pl,comp
.йзылань	app,3pl
.йсэс|гес	acc,3pl,comp
.йсэс|гем	acc,3pl,comp
.йсэс	acc,3pl
.йзэс|гес	acc,3pl,comp
.йзэс|гем	acc,3pl,comp
.йзэс	acc,3pl
.йынызы|гес	ins,3pl,comp
.йынызы|гем	ins,3pl,comp
.йынызы	ins,3pl
.язы|гес	loc,3pl,comp
.язы|гем	loc,3pl,comp
.язы	loc,3pl
.язы|гес	ill,3pl,comp
.язы|гем	ill,3pl,comp
.язы	ill,3pl
.йысьтызы|гес	el,3pl,comp
.йысьтызы|гем	el,3pl,comp
.йысьтызы	el,3pl
.йысенызы|гес	egr,3pl,comp
.йысенызы|гем	egr,3pl,comp
.йысенызы	egr,3pl
.ёзязы|гес	term,3pl,comp
.ёзязы|гем	term,3pl,comp
.ёзязы	term,3pl
.йёзязы|гес	term,3pl,comp
.йёзязы|гем	term,3pl,comp
.йёзязы	term,3pl
.йытӥзы|гес	prol,3pl,comp
.йытӥзы|гем	prol,3pl,comp
.йытӥзы	prol,3pl
.йтӥзы|гес	prol,3pl,comp
.йтӥзы|гем	prol,3pl,comp
.йтӥзы	prol,3pl
