.ед|гес	nom,2sg,comp
.ед|гем	nom,2sg,comp
.ед	nom,2sg
.ьыд|гес	nom,2sg,comp
.ьыд|гем	nom,2sg,comp
.ьыд	nom,2sg
.едлэн|гес	gen,2sg,comp
.едлэн|гем	gen,2sg,comp
.едлэн	gen,2sg
.ьылэн|гес	gen,2sg,comp
.ьылэн|гем	gen,2sg,comp
.ьылэн	gen,2sg
.едлэсь|гес	abl,2sg,comp
.едлэсь|гем	abl,2sg,comp
.едлэсь	abl,2sg
.ьыдлэсь|гес	abl,2sg,comp
.ьыдлэсь|гем	abl,2sg,comp
.ьыдлэсь	abl,2sg
.едлы|гес	dat,2sg,comp
.едлы|гем	dat,2sg,comp
.едлы	dat,2sg
.ьыдлы|гес	dat,2sg,comp
.ьыдлы|гем	dat,2sg,comp
.ьыдлы	dat,2sg
.едтэк|гес	car,2sg,comp
.едтэк|гем	car,2sg,comp
.едтэк	car,2sg
.ьыдтэк|гес	car,2sg,comp
.ьыдтэк|гем	car,2sg,comp
.ьыдтэк	car,2sg
.едъя|гес	adv,2sg,comp
.едъя|гем	adv,2sg,comp
.едъя	adv,2sg
.ьыдъя|гес	adv,2sg,comp
.ьыдъя|гем	adv,2sg,comp
.ьыдъя	adv,2sg
.едлань|гес	app,2sg,comp
.едлань|гем	app,2sg,comp
.едлань	app,2sg
.ьыдлань|гес	app,2sg,comp
.ьыдлань|гем	app,2sg,comp
.ьыдлань	app,2sg
.ьдэ|гес	acc,2sg,comp
.ьдэ|гем	acc,2sg,comp
.ьдэ	acc,2sg
.ьтэ|гес	acc,2sg,comp
.ьтэ|гем	acc,2sg,comp
.ьтэ	acc,2sg
.еныд|гес	ins,2sg,comp
.еныд|гем	ins,2sg,comp
.еныд	ins,2sg
.ьыныд|гес	ins,2sg,comp
.ьыныд|гем	ins,2sg,comp
.ьыныд	ins,2sg
.яд|гес	loc,2sg,comp
.яд|гем	loc,2sg,comp
.яд	loc,2sg
.яд|гес	ill,2sg,comp
.яд|гем	ill,2sg,comp
.яд	ill,2sg
.ьысьтыд|гес	el,2sg,comp
.ьысьтыд|гем	el,2sg,comp
.ьысьтыд	el,2sg
.ьысеныд|гес	egr,2sg,comp
.ьысеныд|гем	egr,2sg,comp
.ьысеныд	egr,2sg
.ёзяд|гес	term,2sg,comp
.ёзяд|гем	term,2sg,comp
.ёзяд	term,2sg
.етӥд|гес	prol,2sg,comp
.етӥд|гем	prol,2sg,comp
.етӥд	prol,2sg
.ьытӥд|гес	prol,2sg,comp
.ьытӥд|гем	prol,2sg,comp
.ьытӥд	prol,2sg
.ьтӥд|гес	prol,2sg,comp
.ьтӥд|гем	prol,2sg,comp
.ьтӥд	prol,2sg
