.ьсы|гес	nom,3pl,comp
.ьсы|гем	nom,3pl,comp
.ьсы	nom,3pl
.ьзы|гес	nom,3pl,comp
.ьзы|гем	nom,3pl,comp
.ьзы	nom,3pl
.ьсылэн|гес	gen,3pl,comp
.ьсылэн|гем	gen,3pl,comp
.ьсылэн	gen,3pl
.ьзылэн|гес	gen,3pl,comp
.ьзылэн|гем	gen,3pl,comp
.ьзылэн	gen,3pl
.ьсылэсь|гес	abl,3pl,comp
.ьсылэсь|гем	abl,3pl,comp
.ьсылэсь	abl,3pl
.ьзылэсь|гес	abl,3pl,comp
.ьзылэсь|гем	abl,3pl,comp
.ьзылэсь	abl,3pl
.ьсылы|гес	dat,3pl,comp
.ьсылы|гем	dat,3pl,comp
.ьсылы	dat,3pl
.ьзылы|гес	dat,3pl,comp
.ьзылы|гем	dat,3pl,comp
.ьзылы	dat,3pl
.ьсытэк|гес	car,3pl,comp
.ьсытэк|гем	car,3pl,comp
.ьсытэк	car,3pl
.ьзытэк|гес	car,3pl,comp
.ьзытэк|гем	car,3pl,comp
.ьзытэк	car,3pl
.ьсыя|гес	adv,3pl,comp
.ьсыя|гем	adv,3pl,comp
.ьсыя	adv,3pl
.ьзыя|гес	adv,3pl,comp
.ьзыя|гем	adv,3pl,comp
.ьзыя	adv,3pl
.ьсылань|гес	app,3pl,comp
.ьсылань|гем	app,3pl,comp
.ьсылань	app,3pl
.ьзылань|гес	app,3pl,comp
.ьзылань|гем	app,3pl,comp
.ьзылань	app,3pl
.ьсэс|гес	acc,3pl,comp
.ьсэс|гем	acc,3pl,comp
.ьсэс	acc,3pl
.ьзэс|гес	acc,3pl,comp
.ьзэс|гем	acc,3pl,comp
.ьзэс	acc,3pl
.ьынызы|гес	ins,3pl,comp
.ьынызы|гем	ins,3pl,comp
.ьынызы	ins,3pl
.язы|гес	loc,3pl,comp
.язы|гем	loc,3pl,comp
.язы	loc,3pl
.язы|гес	ill,3pl,comp
.язы|гем	ill,3pl,comp
.язы	ill,3pl
.ьысьтызы|гес	el,3pl,comp
.ьысьтызы|гем	el,3pl,comp
.ьысьтызы	el,3pl
.ьысенызы|гес	egr,3pl,comp
.ьысенызы|гем	egr,3pl,comp
.ьысенызы	egr,3pl
.ёзязы|гес	term,3pl,comp
.ёзязы|гем	term,3pl,comp
.ёзязы	term,3pl
.ьытӥзы|гес	prol,3pl,comp
.ьытӥзы|гем	prol,3pl,comp
.ьытӥзы	prol,3pl
.ьтӥзы|гес	prol,3pl,comp
.ьтӥзы|гем	prol,3pl,comp
.ьтӥзы	prol,3pl
